date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PS,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
01-01-2015,24.88,59.88,2.19,161.25,0.41,0.27,4.31,96.03,8.27,0.23,-1.40015,0.96675,1.70148
02-01-2015,23.84,68.31,2.04,133.12,0.49,0.52,15.21,96.32,0,0.23,-1.74316,1.00767,2.01346
03-01-2015,21.12,82.81,1.99,184.25,0.29,0.55,12.55,96.52,2.02,0.23,-2.03657,1.0299,2.28217
04-01-2015,21.04,73.25,2.14,29.12,0.45,0.53,14.45,96.67,0,0.23,-2.26712,1.02739,2.48905
05-01-2015,19.63,61.25,2.2,33.19,0.65,0.51,13.36,96.66,0,0.23,-2.42346,0.99678,2.62044
06-01-2015,19,47.56,1.62,46.94,0.73,0.48,13.14,96.62,0,0.23,-2.49694,0.93809,2.66735
07-01-2015,20.08,42.06,1.5,147.44,0.7,0.45,12.5,96.5,0,0.23,-2.48277,0.85432,2.62565
08-01-2015,18.55,42.56,1.58,26,0.7,0.43,10.5,96.62,0,0.23,-2.38097,0.74982,2.49625
09-01-2015,17.99,39.75,1.91,40.38,0.73,0.4,8.51,96.78,0,0.23,-2.19706,0.62845,2.28518
10-01-2015,17.93,35.81,1.8,56.88,0.73,0.38,7.01,96.79,0,0.23,-1.94189,0.49255,2.00338
11-01-2015,18.13,33.94,2.03,38.56,0.72,0.36,5.96,96.78,0,0.23,-1.63086,0.34295,1.66653
12-01-2015,18.63,32.94,1.8,74.56,0.73,0.34,5.11,96.7,0,0.23,-1.28264,0.18002,1.29521
13-01-2015,19.56,30.69,1.6,70.56,0.71,0.32,4.59,96.58,0,0.23,-0.91755,0.0048,0.91756
14-01-2015,19.98,30.69,1.66,104.69,0.69,0.3,4.34,96.5,0,0.23,-0.556,-0.18001,0.58441
15-01-2015,19.93,43.75,2.17,105.44,0.64,0.3,2.77,96.55,0,0.23,-0.21689,-0.36973,0.42865
16-01-2015,20.27,32,1.62,88.31,0.68,0.29,3.23,96.6,0,0.23,0.08367,-0.55798,0.56422
17-01-2015,19.95,36,1.83,74.75,0.66,0.27,2.51,96.67,0,0.23,0.3333,-0.73739,0.80921
18-01-2015,20.07,38,1.72,72.31,0.66,0.27,2.22,96.68,0,0.23,0.52395,-0.90049,1.04183
19-01-2015,20.43,36.88,2.18,87.56,0.64,0.26,1.95,96.62,0.93,0.23,0.65201,-1.0407,1.22808
20-01-2015,21.98,39.88,2.76,126.69,0.53,0.25,1.49,96.69,0,0.23,0.71811,-1.153,1.35834
21-01-2015,22.17,52.38,3.52,136.12,0.49,0.25,0.93,96.87,0.11,0.23,0.72672,-1.23433,1.43237
22-01-2015,22.22,45.06,2.84,146.25,0.6,0.24,1.23,96.81,0,0.23,0.68555,-1.28368,1.45527
23-01-2015,23.51,36.44,2.21,127.12,0.62,0.24,1.58,96.59,0.79,0.23,0.60477,-1.30201,1.43561
24-01-2015,23.6,39.62,2.28,119.94,0.63,0.23,1.21,96.64,0.83,0.23,0.49626,-1.29195,1.38398
25-01-2015,23.29,41.75,2.82,143.88,0.63,0.23,1.01,96.72,0.13,0.23,0.37272,-1.25762,1.31169
26-01-2015,23.52,43.19,2.67,145.38,0.59,0.23,1.14,96.61,0,0.23,0.24675,-1.20429,1.22931
27-01-2015,23.44,42.75,2.42,144.75,0.65,0.22,1.18,96.51,0,0.23,0.13,-1.13811,1.14551
28-01-2015,23.26,44.56,2.52,136,0.65,0.22,1.09,96.39,0,0.23,0.03252,-1.06556,1.06605
29-01-2015,23.52,47.88,1.88,111,0.6,0.21,1.08,96.49,0,0.23,-0.03772,-0.99291,0.99363
30-01-2015,22.97,45.56,2.1,66.44,0.57,0.21,0.69,96.73,0,0.23,-0.07499,-0.92541,0.92845
31-01-2015,22.62,37.94,2,62.12,0.62,0.21,0.99,96.73,0,0.23,-0.0757,-0.86633,0.86963
01-02-2015,22.6,24.25,1.89,102.19,0.65,0.2,1.23,96.66,0,0.05,-0.03819,-0.81593,0.81682
02-02-2015,23.24,39,2.87,131.69,0.6,0.2,0.66,96.71,0,0.05,0.0372,-0.77046,0.77136
03-02-2015,23.41,49,2.65,134.12,0.62,0.2,0.66,96.95,0,0.05,0.14715,-0.72167,0.73652
04-02-2015,23.55,36.31,1.91,112.75,0.67,0.2,0.83,96.88,0,0.05,0.28314,-0.65822,0.71653
05-02-2015,23.88,30.12,1.95,100.56,0.65,0.2,0.82,96.7,0,0.05,0.43011,-0.57089,0.71478
06-02-2015,23.32,35.81,2.25,135.12,0.63,0.19,0.54,96.66,0.01,0.05,0.57035,-0.45879,0.73198
07-02-2015,23.67,39.31,2.9,143.44,0.58,0.19,0.47,96.57,0.12,0.05,0.6913,-0.32943,0.76578
08-02-2015,25.16,44.19,2.82,155.56,0.6,0.19,0.56,96.49,0.01,0.05,0.78879,-0.19255,0.81195
09-02-2015,25.26,41.88,2.95,127.56,0.64,0.18,0.42,96.57,0,0.05,0.86415,-0.05555,0.86593
10-02-2015,24.83,45.62,2.99,114.75,0.64,0.19,0.89,96.69,0,0.05,0.92066,0.07677,0.92385
11-02-2015,24.94,42.56,2.2,120.5,0.62,0.19,0.87,96.57,0,0.05,0.96186,0.20084,0.98261
12-02-2015,25.31,38.19,1.59,181.62,0.64,0.19,0.81,96.45,0,0.05,0.99111,0.31339,1.03947
13-02-2015,25.37,31.88,1.6,192.75,0.65,0.18,0.7,96.41,0,0.05,1.01134,0.41103,1.09167
14-02-2015,24.07,22.31,1.98,54.75,0.67,0.18,0.95,96.39,0,0.05,1.02492,0.49041,1.13621
15-02-2015,26.16,18.75,1.35,144.69,0.7,0.17,1.07,96.34,0,0.05,1.03339,0.54868,1.17002
16-02-2015,25.9,18.94,1.57,70.12,0.7,0.17,0.93,96.45,0,0.05,1.03734,0.58411,1.19049
17-02-2015,26.73,19.19,1.43,205.06,0.71,0.17,0.92,96.34,0,0.05,1.03637,0.59684,1.19594
18-02-2015,26.1,19.62,1.48,216.81,0.65,0.16,0.82,96.23,0,0.05,1.02925,0.5896,1.18617
19-02-2015,26.43,23.38,0.86,145.31,0.62,0.16,0.73,96.26,0,0.05,1.01413,0.56841,1.16257
20-02-2015,26.76,33.38,1.36,171.88,0.6,0.16,0.52,96.36,0,0.05,0.98859,0.54315,1.12798
21-02-2015,26.83,34.75,1.98,96,0.59,0.16,0.45,96.46,0,0.05,0.9492,0.5278,1.08608
22-02-2015,26.8,25.44,2,79.5,0.7,0.16,0.58,96.5,0,0.05,0.89034,0.53847,1.04051
23-02-2015,26.64,24,1.83,107.25,0.7,0.16,0.57,96.5,0,0.05,0.80477,0.58366,0.99414
24-02-2015,26.73,27.69,1.77,141.88,0.69,0.16,0.59,96.34,0,0.05,0.69399,0.64698,0.9488
25-02-2015,27.06,25.44,1.91,186,0.68,0.15,0.58,96.17,0,0.05,0.57675,0.69879,0.90606
26-02-2015,26.73,21.69,2.4,206.62,0.69,0.15,0.53,96.02,0,0.05,0.4653,0.73393,0.869
27-02-2015,26.78,24.56,1.48,220.19,0.69,0.15,0.47,96.08,0,0.05,0.3537,0.76671,0.84437
28-02-2015,25.7,43.75,3.27,206.19,0.52,0.25,4.39,96.13,12.66,0.05,0.23229,0.81092,0.84353
01-03-2015,24.84,63.75,2.88,162.25,0.27,0.58,30.9,96.14,3.06,0.13,0.12635,0.86945,0.87859
02-03-2015,24.73,68.5,2.38,236,0.51,0.59,26.86,96.34,0.02,0.13,-0.01233,0.96283,0.96291
03-03-2015,23.55,57.69,2.06,278.12,0.57,0.52,22.45,96.35,0,0.13,-0.16228,1.07969,1.09181
04-03-2015,22.25,44.62,2.01,251.56,0.67,0.5,22.77,96.36,0,0.13,-0.31859,1.21315,1.25429
05-03-2015,24.21,44.5,1.8,69.25,0.64,0.48,21.97,96.42,0,0.13,-0.47681,1.353,1.43456
06-03-2015,25.9,47.75,1.66,128.88,0.51,0.45,18.62,96.52,0,0.13,-0.63392,1.48645,1.61598
07-03-2015,26.68,44.44,1.34,124.56,0.59,0.41,16.11,96.44,0,0.13,-0.78881,1.59916,1.78313
08-03-2015,27.66,49.5,1.53,135,0.55,0.41,15.09,96.45,27.34,0.13,-0.94254,1.67623,1.92305
09-03-2015,25.18,68.56,1.38,149.94,0.22,0.59,24.36,96.68,0.39,0.13,-1.09805,1.70297,2.02628
10-03-2015,26.28,58.81,1.41,91.06,0.45,0.52,20.67,96.68,0.07,0.13,-1.25954,1.66513,2.08784
11-03-2015,26.42,50.25,2.2,85.69,0.63,0.49,22.42,96.63,0,0.13,-1.43119,1.54777,2.10806
12-03-2015,26.73,47.62,2.13,122.19,0.63,0.46,20.94,96.63,0,0.13,-1.61435,1.33241,2.09319
13-03-2015,27.61,42.31,2.38,121.31,0.63,0.42,17.2,96.5,0,0.13,-1.79994,0.99246,2.05543
14-03-2015,27.58,37.88,3.04,142.81,0.66,0.39,14.4,96.5,0.09,0.13,-1.9494,0.49708,2.01178
15-03-2015,28.2,38.25,3.52,181.81,0.65,0.38,14.01,96.42,0.42,0.13,-1.97629,-0.13918,1.98118
16-03-2015,28.67,41.06,1.98,200.5,0.63,0.35,8.75,96.52,3.02,0.13,-1.81721,-0.7849,1.97947
17-03-2015,29.92,39.25,1.51,123.94,0.63,0.33,8.5,96.42,0,0.13,-1.53338,-1.30564,2.01394
18-03-2015,29.16,38.88,2.09,28.5,0.6,0.3,5.93,96.27,0,0.13,-1.21584,-1.68811,2.08038
19-03-2015,29.38,32.81,2.28,57.06,0.63,0.29,5.71,96.33,0,0.13,-0.90709,-1.96584,2.16503
20-03-2015,29.19,32.5,2,93.81,0.59,0.27,4.43,96.44,0,0.13,-0.61989,-2.16247,2.24956
21-03-2015,29.95,30.62,1.76,89.75,0.61,0.26,3.94,96.5,0,0.13,-0.35714,-2.28845,2.31616
22-03-2015,30.94,27.38,1.41,79.12,0.62,0.24,3.78,96.38,0,0.13,-0.11866,-2.34771,2.35071
23-03-2015,31.16,25.12,1.43,73.44,0.62,0.23,2.62,96.2,0,0.13,0.09686,-2.34231,2.34431
24-03-2015,31.83,24.06,1.7,109.56,0.63,0.23,2.95,96.13,0,0.13,0.29108,-2.27507,2.29362
25-03-2015,30.94,25.5,1.97,84.56,0.66,0.22,2.48,96.23,0,0.13,0.46544,-2.15072,2.2005
26-03-2015,31.23,31.12,1.8,115.5,0.59,0.2,2.13,96.34,0,0.13,0.62072,-1.97613,2.07132
27-03-2015,30.91,34,2.33,133.31,0.62,0.2,1.71,96.4,0,0.13,0.75679,-1.76005,1.91586
28-03-2015,31.11,31.5,2.36,149.19,0.61,0.2,1.63,96.25,0.01,0.13,0.87233,-1.51243,1.74597
29-03-2015,31.17,33,2.34,218.25,0.45,0.19,1.08,96.14,0.42,0.13,0.96493,-1.24366,1.5741
30-03-2015,29.93,35.12,1.84,206.19,0.33,0.2,1.57,96.18,0.07,0.13,1.03125,-0.96383,1.41154
31-03-2015,30.06,38.75,1.79,182.19,0.56,0.2,1.17,96.21,0,0.13,1.06724,-0.68221,1.26665
01-04-2015,31.69,36.06,1.91,222.62,0.59,0.2,1.27,96.09,0,0.35,1.06897,-0.40639,1.14361
02-04-2015,32.26,23.5,1.49,282.88,0.65,0.19,1.82,95.98,0,0.35,1.03185,-0.14488,1.04197
03-04-2015,31.59,17.56,2.34,260.31,0.69,0.18,1.67,95.88,0,0.35,0.95327,0.09423,0.95792
04-04-2015,31.37,20.19,2,281,0.72,0.18,1.38,95.74,0,0.35,0.83361,0.30185,0.88657
05-04-2015,30.92,23.44,1.73,263.31,0.7,0.17,1.14,95.83,0,0.35,0.67831,0.46827,0.82424
06-04-2015,31.58,24.62,1.01,169.69,0.66,0.17,1.34,95.83,0,0.35,0.49947,0.58558,0.76966
07-04-2015,32.98,36.88,2.65,169.69,0.59,0.2,5.25,95.84,0,0.35,0.31443,0.65182,0.7237
08-04-2015,32.58,35.56,3.57,137.12,0.63,0.23,3.09,96.02,5.65,0.35,0.14115,0.67327,0.68791
09-04-2015,30.49,39.75,2.75,143.88,0.62,0.22,1.82,96.18,0,0.35,-0.00651,0.66269,0.66273
10-04-2015,30.79,40.88,2.4,249.88,0.49,0.27,5.28,96.17,6.78,0.35,-0.12067,0.63517,0.64653
11-04-2015,28.23,53,2.42,185.56,0.41,0.48,26.85,96.3,34.55,0.35,-0.19863,0.60447,0.63627
12-04-2015,25.44,67.75,2.1,180.44,0.24,0.65,35.58,96.47,10.87,0.35,-0.24123,0.58124,0.62932
13-04-2015,24.23,74.62,1.92,151.88,0.59,0.79,55.46,96.44,4.65,0.35,-0.25173,0.57251,0.6254
14-04-2015,24.43,65.19,1.8,177.44,0.44,0.61,38.38,96.33,0,0.35,-0.23499,0.58174,0.6274
15-04-2015,25.89,61.25,1.86,128.88,0.64,0.58,38.43,96.36,3.96,0.35,-0.19706,0.60927,0.64034
16-04-2015,26.9,62.06,1.45,97,0.56,0.56,34.68,96.51,0.47,0.35,-0.14479,0.65284,0.6687
17-04-2015,28.77,51.06,1.27,122.06,0.7,0.55,36.06,96.27,0,0.35,-0.08542,0.70825,0.71338
18-04-2015,30.58,43.94,1.2,124.44,0.7,0.53,39.27,95.98,0,0.35,-0.02616,0.77007,0.77051
19-04-2015,31.12,42.94,1.35,208,0.69,0.52,38.78,95.98,0,0.35,0.02621,0.83234,0.83275
20-04-2015,31.2,45.38,1.7,150.5,0.7,0.52,38.54,96.09,0,0.35,0.06578,0.88922,0.89165
21-04-2015,31.26,45.75,2.09,189.94,0.69,0.51,35.57,96.08,0,0.35,0.08794,0.93548,0.93961
22-04-2015,31.12,45.38,2.5,245.88,0.62,0.52,29.6,95.99,0.42,0.35,0.08969,0.96681,0.97097
23-04-2015,30.75,48.44,1.86,241.12,0.63,0.52,30.42,96.03,2.48,0.35,0.06996,0.97997,0.98246
24-04-2015,31.23,42.25,1.99,239.31,0.63,0.51,34.4,95.99,0,0.35,0.02979,0.97278,0.97324
25-04-2015,30.76,45.25,2.01,223.75,0.64,0.48,31.19,95.92,0,0.35,-0.02761,0.94406,0.94446
26-04-2015,30.62,47.69,3.01,154.25,0.66,0.47,30.52,96.02,0,0.35,-0.097,0.89348,0.89873
27-04-2015,31.48,46,2.39,210.81,0.66,0.45,27.87,96.1,0,0.35,-0.17141,0.82154,0.83924
28-04-2015,33.22,37.44,2.63,274.44,0.66,0.42,23.9,95.96,0,0.35,-0.24274,0.72961,0.76893
29-04-2015,33.42,29,1.95,306.81,0.66,0.4,22.75,95.84,0,0.35,-0.30246,0.62001,0.68985
30-04-2015,32.74,28.31,1.92,306.38,0.65,0.38,18.97,95.95,0,0.35,-0.3445,0.49631,0.60415
01-05-2015,33.33,26.44,1.67,167.94,0.68,0.36,17.54,95.89,0,0.96,-0.35892,0.36039,0.50863
02-05-2015,33.54,26.62,1.45,248.31,0.66,0.34,15.49,95.85,0,0.96,-0.34263,0.21941,0.40686
03-05-2015,32.76,30.69,1.7,155.19,0.61,0.32,12.62,95.89,0,0.96,-0.29483,0.07871,0.30516
04-05-2015,33.12,39.75,2.89,164.69,0.61,0.31,9.62,95.99,4.44,0.96,-0.21829,-0.05705,0.22562
05-05-2015,32.99,40.56,1.66,129,0.63,0.32,12.04,96,1.1,0.96,-0.11896,-0.18444,0.21947
06-05-2015,33.5,34.75,2.35,149.31,0.6,0.31,10.81,95.9,0,0.96,-0.00516,-0.30126,0.3013
07-05-2015,34.37,31.38,1.79,199.69,0.65,0.29,9.3,95.93,0,0.96,0.11338,-0.40618,0.42171
08-05-2015,34.82,28.44,2.27,244.25,0.66,0.27,7.18,95.82,0,0.96,0.22648,-0.49821,0.54728
09-05-2015,33.53,28.12,2.37,237.75,0.58,0.26,4.31,95.69,0.48,0.96,0.32444,-0.57626,0.66131
10-05-2015,32.66,32,1.87,178.5,0.36,0.26,4.12,95.79,1.4,0.96,0.39875,-0.63898,0.75319
11-05-2015,33.3,34.44,2.91,178.81,0.52,0.25,3.68,95.91,0.02,0.96,0.44278,-0.68501,0.81566
12-05-2015,31.7,40.94,2.06,209.94,0.59,0.25,1.94,96,0.01,0.96,0.45215,-0.71345,0.84466
13-05-2015,34.02,33.5,1.48,250.81,0.45,0.25,5.99,95.88,0,0.96,0.42494,-0.72454,0.83996
14-05-2015,33.27,37.81,1.57,140.44,0.53,0.25,4.58,96.02,5.55,0.96,0.36165,-0.72024,0.80594
15-05-2015,32.36,43.31,1.69,150.75,0.34,0.3,8.12,96.06,3.79,0.96,0.26514,-0.70438,0.75263
16-05-2015,32.35,46.62,2.3,104.06,0.62,0.39,17.88,95.83,0,0.96,0.14054,-0.68205,0.69638
17-05-2015,33.51,42.31,2.45,198.38,0.66,0.34,11.61,95.58,0,0.96,-0.0047,-0.65842,0.65844
18-05-2015,35.06,34.94,2.8,173.56,0.65,0.3,8.84,95.54,0,0.96,-0.16082,-0.63741,0.65738
19-05-2015,36.75,27.94,3.05,234.88,0.67,0.27,7.16,95.54,0,0.96,-0.31617,-0.62107,0.69692
20-05-2015,37.26,24.62,3.81,187,0.66,0.25,5.24,95.56,0,0.96,-0.45789,-0.61008,0.7628
21-05-2015,37.35,22.88,3.27,330.94,0.69,0.23,4.49,95.6,0,0.96,-0.57308,-0.60486,0.83323
22-05-2015,37,22.81,4.56,326.19,0.69,0.22,3.33,95.57,0,0.96,-0.65,-0.60668,0.88914
23-05-2015,36.59,24.12,4.72,304.56,0.7,0.2,2.61,95.55,0,0.96,-0.67918,-0.61812,0.91835
24-05-2015,35.15,28.44,4.25,305.25,0.7,0.2,1.97,95.68,0,0.96,-0.65433,-0.64274,0.9172
25-05-2015,35.67,25.94,4.84,302.94,0.69,0.19,1.83,95.68,0,0.96,-0.57278,-0.68421,0.89231
26-05-2015,36.05,25.75,4.7,318.12,0.62,0.18,1.61,95.69,0,0.96,-0.43557,-0.745,0.86298
27-05-2015,36.36,24.5,4.2,329.31,0.62,0.18,1.56,95.59,0.71,0.96,-0.24697,-0.82504,0.86121
28-05-2015,36.46,26.12,2.61,267.38,0.62,0.17,1.56,95.52,0.17,0.96,-0.0138,-0.9205,0.9206
29-05-2015,37.48,26.25,3.09,188.69,0.64,0.17,1.57,95.55,1.59,0.96,0.25549,-1.02297,1.05439
30-05-2015,35.08,34.75,4.33,293.06,0.62,0.23,2.92,95.68,0,0.96,0.55119,-1.11936,1.2477
31-05-2015,37.16,25.88,3.13,195.81,0.63,0.22,3.77,95.44,2.4,0.96,0.86212,-1.19297,1.47188
01-06-2015,35.33,28.81,2.9,200.62,0.45,0.22,3.09,95.48,0.07,1.85,1.1744,-1.22627,1.69793
02-06-2015,34.51,33.75,3.52,179.06,0.56,0.21,2.75,95.65,2.07,1.85,1.47017,-1.20531,1.90109
03-06-2015,34.81,34.88,2.55,148.31,0.63,0.21,2.18,95.62,0,1.85,1.72811,-1.12427,2.06164
04-06-2015,34.12,38.44,2.93,199.31,0.55,0.2,3,95.66,12.28,1.85,1.92715,-0.98681,2.16511
05-06-2015,32.15,45.38,2.52,184.75,0.53,0.28,5.57,95.8,1.43,1.85,2.0516,-0.80246,2.20295
06-06-2015,34.02,39.44,2.82,271.75,0.45,0.3,7.47,95.62,0.31,1.85,2.09443,-0.58092,2.1735
07-06-2015,31.44,54.12,3.03,223.5,0.38,0.47,25.83,95.65,1.65,1.85,2.05712,-0.32847,2.08318
08-06-2015,29.66,63.06,3.16,217,0.58,0.54,31.61,95.76,3.51,1.85,1.94772,-0.04807,1.94831
09-06-2015,30.14,57.12,3.16,230.88,0.29,0.48,21.45,95.79,1.46,1.85,1.77858,0.25848,1.79726
10-06-2015,31.96,51.44,2.99,289.62,0.61,0.42,19.32,95.66,0,1.85,1.5644,0.58819,1.67132
11-06-2015,29.88,61.31,2.91,303.81,0.59,0.41,9.21,95.69,4.58,1.85,1.32056,0.93527,1.61821
12-06-2015,28.13,69.94,2.11,245,0.47,0.52,17.69,95.72,19.12,1.85,1.06165,1.29054,1.67111
13-06-2015,27.3,73.62,4.57,266.31,0.51,0.62,29.54,95.61,9.62,1.85,0.80025,1.64163,1.82629
14-06-2015,26.76,77.5,2.83,287.25,0.3,0.66,29.49,95.61,3.26,1.85,0.54595,1.97382,2.04794
15-06-2015,27.8,70.25,3.26,300.5,0.36,0.59,31.69,95.57,4.01,1.85,0.30496,2.27137,2.29175
16-06-2015,27.69,71.69,3.79,294.38,0.4,0.67,38.86,95.52,9.29,1.85,0.07998,2.51885,2.52012
17-06-2015,26.66,78.38,3.33,296.38,0.3,0.67,32.82,95.43,13,1.85,-0.12938,2.70263,2.70573
18-06-2015,27.08,73.75,3.85,280.31,0.43,0.65,37.7,95.37,3.57,1.85,-0.32596,2.81205,2.83088
19-06-2015,26.76,73.12,5.2,277.5,0.31,0.6,25.19,95.36,4.74,1.85,-0.51409,2.84025,2.8864
20-06-2015,26.3,77.31,5.57,273.75,0.24,0.66,25.79,95.22,14.16,1.85,-0.69864,2.78468,2.87098
21-06-2015,26.49,74.38,6.49,254.44,0.16,0.68,34.07,95.16,30.03,1.85,-0.884,2.64707,2.79077
22-06-2015,26.67,72.44,6.69,246.56,0.27,0.65,38.49,95.28,14.33,1.85,-1.07318,2.43309,2.65926
23-06-2015,27.81,69.44,5.38,236.94,0.45,0.61,33.67,95.41,1.1,1.85,-1.26697,2.15167,2.49698
24-06-2015,28.16,68.69,5.63,245.19,0.46,0.59,34.21,95.51,0.84,1.85,-1.46333,1.81408,2.33071
25-06-2015,29.26,63.31,6.5,251.88,0.45,0.58,40.82,95.46,0.02,1.85,-1.65698,1.43306,2.19071
26-06-2015,29.07,65.31,5.08,270.06,0.48,0.6,47.11,95.45,1.06,1.85,-1.83939,1.02214,2.10431
27-06-2015,28.29,69.5,4,290.56,0.46,0.6,37.09,95.53,0.05,1.85,-1.99935,0.59545,2.08613
28-06-2015,29.1,64.69,3.61,304.31,0.55,0.57,38.96,95.78,0.01,1.85,-2.12442,0.16806,2.13105
29-06-2015,28.94,66.06,2.84,291.75,0.53,0.56,29.41,95.9,0.02,1.85,-2.20327,-0.24342,2.21667
30-06-2015,29.55,63.38,2.86,295.31,0.58,0.55,34.77,95.85,0,1.85,-2.22852,-0.62083,2.31339
01-07-2015,28.15,69.75,2.41,226.88,0.53,0.58,28.41,95.94,7.79,1.73,-2.19875,-0.94616,2.39368
02-07-2015,27.99,72.31,2.25,253.75,0.42,0.59,28.74,95.99,2.85,1.73,-2.11804,-1.20479,2.43672
03-07-2015,28.79,61.75,3.29,290.94,0.55,0.55,31.74,95.93,0.08,1.73,-1.99316,-1.38895,2.42938
04-07-2015,29.08,61.44,4.6,296.69,0.59,0.55,31.12,95.86,0,1.73,-1.83017,-1.49918,2.36581
05-07-2015,29.55,59.88,4.57,294.31,0.61,0.53,34.14,95.71,0,1.73,-1.63244,-1.54358,2.24666
06-07-2015,29.62,57.31,5.12,284.94,0.53,0.53,31.83,95.61,0,1.73,-1.40104,-1.53562,2.07871
07-07-2015,29.16,58.75,4.61,279.81,0.49,0.53,27.92,95.52,0,1.73,-1.1364,-1.4915,1.87509
08-07-2015,29.58,60.06,4.45,286.69,0.42,0.52,27.6,95.57,0,1.73,-0.84029,-1.42778,1.65669
09-07-2015,29.76,58.56,5.49,292.31,0.42,0.52,28.36,95.63,0,1.73,-0.51741,-1.35935,1.45449
10-07-2015,28.97,62.44,4.53,278.81,0.35,0.52,21.1,95.4,0.3,1.73,-0.17609,-1.2979,1.3098
11-07-2015,29.77,60.56,3.99,282.38,0.48,0.52,25.78,95.45,0.04,1.73,0.1718,-1.25093,1.26267
12-07-2015,30.5,58.88,2.8,241.62,0.56,0.52,30.36,95.61,0,1.73,0.51168,-1.22122,1.32408
13-07-2015,29.73,63.81,2.59,282.62,0.53,0.52,19.98,95.68,0.01,1.73,0.82763,-1.20703,1.46352
14-07-2015,28.62,70.62,2.53,290.25,0.46,0.63,29.43,95.58,10.17,1.73,1.10401,-1.20273,1.63261
15-07-2015,27.94,70.5,3.28,262.19,0.53,0.58,23.91,95.42,0.47,1.73,1.3271,-1.19996,1.78916
16-07-2015,29.35,61,3.72,275.38,0.52,0.53,28.3,95.25,0.4,1.73,1.48642,-1.18893,1.90342
17-07-2015,29.56,59.81,4.29,271.31,0.52,0.53,32.54,95.3,1.84,1.73,1.57566,-1.16005,1.95664
18-07-2015,28.86,67.62,3.59,288.69,0.49,0.55,31.23,95.42,3.66,1.73,1.59305,-1.10529,1.93894
19-07-2015,28.19,68.12,4.52,280.5,0.45,0.59,34.37,95.41,2.07,1.73,1.54113,-1.01938,1.84776
20-07-2015,27.65,67.94,4.44,276.12,0.38,0.55,26.18,95.39,4.26,1.73,1.42612,-0.90058,1.68667
21-07-2015,27.91,69.88,4.15,273.88,0.5,0.55,25.27,95.39,1.72,1.73,1.25709,-0.75084,1.46425
22-07-2015,28.06,73.5,3.66,259.25,0.37,0.61,36.32,95.47,3.56,1.73,1.04515,-0.57534,1.19305
23-07-2015,27.84,72.44,3.5,241.38,0.41,0.61,32.94,95.58,11.03,1.73,0.80279,-0.38159,0.88887
24-07-2015,27.59,74.38,3.19,240.31,0.55,0.66,38.2,95.73,3.3,1.73,0.54338,-0.17814,0.57184
25-07-2015,27.85,71,3.7,248.31,0.5,0.59,36.69,95.66,0.62,1.73,0.28072,0.02641,0.28196
26-07-2015,27.46,70.56,3.48,246.5,0.52,0.58,29.5,95.71,1.88,1.73,0.02841,0.22412,0.22591
27-07-2015,27.67,66.25,3.41,264.19,0.57,0.56,30.66,95.85,4.86,1.73,-0.20078,0.4079,0.45463
28-07-2015,28.33,60.5,4.2,260.31,0.59,0.55,37.08,95.88,0.7,1.73,-0.39558,0.57148,0.69503
29-07-2015,28.5,60.75,4.16,267.06,0.58,0.54,35.04,95.81,0.73,1.73,-0.54681,0.70943,0.89571
30-07-2015,28.37,63.44,3.95,278.19,0.41,0.53,29.92,95.84,0.44,1.73,-0.64773,0.81723,1.04279
31-07-2015,28.65,63.19,3.43,292.38,0.5,0.53,27.88,95.82,0.36,1.73,-0.69422,0.89141,1.12985
01-08-2015,28.65,63.06,3.16,287.75,0.52,0.52,27.28,95.95,0,1.92,-0.68583,0.92955,1.15518
02-08-2015,28.9,62.12,3.42,320.81,0.54,0.52,26.37,95.95,0.06,1.92,-0.62534,0.93036,1.12099
03-08-2015,27.87,66.62,3.61,308.25,0.44,0.54,25.8,95.83,1.75,1.92,-0.51921,0.89356,1.03346
04-08-2015,25.99,75.12,4.07,276.69,0.2,0.61,25.2,95.72,13.64,1.92,-0.37737,0.82013,0.90279
05-08-2015,26.74,70.94,4.73,271.12,0.41,0.59,36.95,95.61,1.94,1.92,-0.2126,0.71251,0.74355
06-08-2015,27.11,70.5,3.45,283,0.27,0.55,29.03,95.59,1.37,1.92,-0.03946,0.57502,0.57637
07-08-2015,28.3,68.12,3.05,296.94,0.4,0.55,32.69,95.59,0,1.92,0.12721,0.41413,0.43322
08-08-2015,27.81,76.19,2.58,308,0.31,0.59,31.48,95.6,0.11,1.92,0.27376,0.23833,0.36296
09-08-2015,26.93,79.19,2.65,309.06,0.22,0.58,23.15,95.45,0.37,1.92,0.3892,0.05776,0.39347
10-08-2015,27.44,79.25,2.11,318.62,0.34,0.64,34.97,95.44,8.51,1.92,0.46631,-0.11661,0.48067
11-08-2015,26.18,86.5,2.14,288.94,0.35,0.69,22.56,95.62,36.39,1.92,0.50218,-0.27401,0.57207
12-08-2015,24.6,89.75,3.41,277,0.23,0.85,42.35,95.7,51.4,1.92,0.4983,-0.40496,0.64211
13-08-2015,24.53,87.75,3.34,275.94,0.23,0.76,28.5,95.67,12.17,1.92,0.4601,-0.50234,0.68121
14-08-2015,26.65,78.06,2.88,279.25,0.52,0.69,62.52,95.68,0,1.92,0.39597,-0.56213,0.68759
